EnviroPad,Time,Temperature(°C)
4271,20/10/2023 12:25:48,33.1
4272,20/10/2023 12:25:49,33.1
4273,20/10/2023 12:25:50,33.1
4274,20/10/2023 12:25:51,33.1
4275,20/10/2023 12:25:52,33.1
4276,20/10/2023 12:25:53,33.1
4277,20/10/2023 12:25:54,33
4278,20/10/2023 12:25:55,33
4279,20/10/2023 12:25:56,33
4280,20/10/2023 12:25:57,33
4281,20/10/2023 12:25:58,33
4282,20/10/2023 12:25:59,33
4283,20/10/2023 12:26:00,33
4284,20/10/2023 12:26:01,33
4285,20/10/2023 12:26:02,33
4286,20/10/2023 12:26:03,33
4287,20/10/2023 12:26:04,33
4288,20/10/2023 12:26:05,33
4289,20/10/2023 12:26:06,33
4290,20/10/2023 12:26:07,33
4291,20/10/2023 12:26:08,33
4292,20/10/2023 12:26:09,32.9
4293,20/10/2023 12:26:10,32.9
4294,20/10/2023 12:26:11,32.9
4295,20/10/2023 12:26:12,32.9
4296,20/10/2023 12:26:13,32.9
4297,20/10/2023 12:26:14,32.9
4298,20/10/2023 12:26:15,32.9
4299,20/10/2023 12:26:16,32.9
4300,20/10/2023 12:26:17,32.9
4301,20/10/2023 12:26:18,32.9
4302,20/10/2023 12:26:19,32.9
4303,20/10/2023 12:26:20,32.9
4304,20/10/2023 12:26:21,32.9
4305,20/10/2023 12:26:22,32.9
4306,20/10/2023 12:26:23,32.9
4307,20/10/2023 12:26:24,32.9
4308,20/10/2023 12:26:25,32.9
4309,20/10/2023 12:26:26,32.9
4310,20/10/2023 12:26:27,32.9
4311,20/10/2023 12:26:28,32.9
4312,20/10/2023 12:26:29,32.9
4313,20/10/2023 12:26:30,32.9
4314,20/10/2023 12:26:31,32.8
4315,20/10/2023 12:26:32,32.8
4316,20/10/2023 12:26:33,32.8
4317,20/10/2023 12:26:34,32.8
4318,20/10/2023 12:26:35,32.8
4319,20/10/2023 12:26:36,32.8
4320,20/10/2023 12:26:37,32.8
4321,20/10/2023 12:26:38,32.8
4322,20/10/2023 12:26:39,32.8
4323,20/10/2023 12:26:40,32.8
4324,20/10/2023 12:26:41,32.8
4325,20/10/2023 12:26:42,32.8
4326,20/10/2023 12:26:43,32.8
4327,20/10/2023 12:26:44,32.8
4328,20/10/2023 12:26:45,32.7
4329,20/10/2023 12:26:46,32.7
4330,20/10/2023 12:26:47,32.7
4331,20/10/2023 12:26:48,32.7
4332,20/10/2023 12:26:49,32.7
4333,20/10/2023 12:26:50,32.7
4334,20/10/2023 12:26:51,32.7
4335,20/10/2023 12:26:52,32.7
4336,20/10/2023 12:26:53,32.7
4337,20/10/2023 12:26:54,32.7
4338,20/10/2023 12:26:55,32.7
4339,20/10/2023 12:26:56,32.7
4340,20/10/2023 12:26:57,32.7
4341,20/10/2023 12:26:58,32.7
4342,20/10/2023 12:26:59,32.7
4343,20/10/2023 12:27:00,32.7
4344,20/10/2023 12:27:01,32.7
4345,20/10/2023 12:27:02,32.7
4346,20/10/2023 12:27:03,32.7
4347,20/10/2023 12:27:04,32.7
4348,20/10/2023 12:27:05,32.7
4349,20/10/2023 12:27:06,32.7
4350,20/10/2023 12:27:07,32.6
4351,20/10/2023 12:27:08,32.6
4352,20/10/2023 12:27:09,32.6
4353,20/10/2023 12:27:10,32.6
4354,20/10/2023 12:27:11,32.6
4355,20/10/2023 12:27:12,32.6
4356,20/10/2023 12:27:13,32.6
4357,20/10/2023 12:27:14,32.6
4358,20/10/2023 12:27:15,32.6
4359,20/10/2023 12:27:16,32.6
4360,20/10/2023 12:27:17,32.6
4361,20/10/2023 12:27:18,32.6
4362,20/10/2023 12:27:19,32.6
4363,20/10/2023 12:27:20,32.6
4364,20/10/2023 12:27:21,32.6
4365,20/10/2023 12:27:22,32.5
4366,20/10/2023 12:27:23,32.5
4367,20/10/2023 12:27:24,32.5
4368,20/10/2023 12:27:25,32.5
4369,20/10/2023 12:27:26,32.5
4370,20/10/2023 12:27:27,32.6
4371,20/10/2023 12:27:28,32.5
4372,20/10/2023 12:27:29,32.5
4373,20/10/2023 12:27:30,32.5
4374,20/10/2023 12:27:31,32.5
4375,20/10/2023 12:27:32,32.5
4376,20/10/2023 12:27:33,32.5
4377,20/10/2023 12:27:34,32.5
4378,20/10/2023 12:27:35,32.5
4379,20/10/2023 12:27:36,32.5
4380,20/10/2023 12:27:37,32.5
4381,20/10/2023 12:27:38,32.5
4382,20/10/2023 12:27:39,32.5
4383,20/10/2023 12:27:40,32.5
4384,20/10/2023 12:27:41,32.5
4385,20/10/2023 12:27:42,32.5
4386,20/10/2023 12:27:43,32.4
4387,20/10/2023 12:27:44,32.5
4388,20/10/2023 12:27:45,32.4
4389,20/10/2023 12:27:46,32.4
4390,20/10/2023 12:27:47,32.4
4391,20/10/2023 12:27:48,32.4
4392,20/10/2023 12:27:49,32.4
4393,20/10/2023 12:27:50,32.4
4394,20/10/2023 12:27:51,32.4
4395,20/10/2023 12:27:52,32.4
4396,20/10/2023 12:27:53,32.4
4397,20/10/2023 12:27:54,32.4
4398,20/10/2023 12:27:55,32.4
4399,20/10/2023 12:27:56,32.4
4400,20/10/2023 12:27:57,32.4
4401,20/10/2023 12:27:58,32.4
4402,20/10/2023 12:27:59,32.4
4403,20/10/2023 12:28:00,32.4
4404,20/10/2023 12:28:01,32.4
4405,20/10/2023 12:28:02,32.4
4406,20/10/2023 12:28:03,32.4
4407,20/10/2023 12:28:04,32.4
4408,20/10/2023 12:28:05,32.3
4409,20/10/2023 12:28:06,32.3
4410,20/10/2023 12:28:07,32.3
4411,20/10/2023 12:28:08,32.3
4412,20/10/2023 12:28:09,32.3
4413,20/10/2023 12:28:10,32.3
4414,20/10/2023 12:28:11,32.3
4415,20/10/2023 12:28:12,32.3
4416,20/10/2023 12:28:13,32.3
4417,20/10/2023 12:28:14,32.3
4418,20/10/2023 12:28:15,32.3
4419,20/10/2023 12:28:16,32.3
4420,20/10/2023 12:28:17,32.3
4421,20/10/2023 12:28:18,32.3
4422,20/10/2023 12:28:19,32.3
4423,20/10/2023 12:28:20,32.3
4424,20/10/2023 12:28:21,32.2
4425,20/10/2023 12:28:22,32.2
4426,20/10/2023 12:28:23,32.2
4427,20/10/2023 12:28:24,32.2
4428,20/10/2023 12:28:25,32.2
4429,20/10/2023 12:28:26,32.2
4430,20/10/2023 12:28:27,32.2
4431,20/10/2023 12:28:28,32.2
4432,20/10/2023 12:28:29,32.2
4433,20/10/2023 12:28:30,32.2
4434,20/10/2023 12:28:31,32.2
4435,20/10/2023 12:28:32,32.2
4436,20/10/2023 12:28:33,32.2
4437,20/10/2023 12:28:34,32.2
4438,20/10/2023 12:28:35,32.2
4439,20/10/2023 12:28:36,32.2
4440,20/10/2023 12:28:37,32.2
4441,20/10/2023 12:28:38,32.2
4442,20/10/2023 12:28:39,32.2
4443,20/10/2023 12:28:40,32.2
4444,20/10/2023 12:28:41,32.2
4445,20/10/2023 12:28:42,32.2
4446,20/10/2023 12:28:43,32.1
4447,20/10/2023 12:28:44,32.1
4448,20/10/2023 12:28:45,32.1
4449,20/10/2023 12:28:46,32.1
4450,20/10/2023 12:28:47,32.1
4451,20/10/2023 12:28:48,32.1
4452,20/10/2023 12:28:49,32.1
4453,20/10/2023 12:28:50,32.1
4454,20/10/2023 12:28:51,32.1
4455,20/10/2023 12:28:52,32.1
4456,20/10/2023 12:28:53,32.1
4457,20/10/2023 12:28:54,32.1
4458,20/10/2023 12:28:55,32.1
4459,20/10/2023 12:28:56,32.1
4460,20/10/2023 12:28:57,32.1
4461,20/10/2023 12:28:58,32.1
4462,20/10/2023 12:28:59,32
4463,20/10/2023 12:29:00,32
4464,20/10/2023 12:29:01,32
4465,20/10/2023 12:29:02,32.1
4466,20/10/2023 12:29:03,32
4467,20/10/2023 12:29:04,32
4468,20/10/2023 12:29:05,32
4469,20/10/2023 12:29:06,32
4470,20/10/2023 12:29:07,32
4471,20/10/2023 12:29:08,32
4472,20/10/2023 12:29:09,32
4473,20/10/2023 12:29:10,32
4474,20/10/2023 12:29:11,32
4475,20/10/2023 12:29:12,32
4476,20/10/2023 12:29:13,32
4477,20/10/2023 12:29:14,32
4478,20/10/2023 12:29:15,32
4479,20/10/2023 12:29:16,32
4480,20/10/2023 12:29:17,32
4481,20/10/2023 12:29:18,32
4482,20/10/2023 12:29:19,32
4483,20/10/2023 12:29:20,32
4484,20/10/2023 12:29:21,32
4485,20/10/2023 12:29:22,32
4486,20/10/2023 12:29:23,32
4487,20/10/2023 12:29:24,32
4488,20/10/2023 12:29:25,31.9
4489,20/10/2023 12:29:26,31.9
4490,20/10/2023 12:29:27,31.9
4491,20/10/2023 12:29:28,31.9
4492,20/10/2023 12:29:29,31.9
4493,20/10/2023 12:29:30,31.9
4494,20/10/2023 12:29:31,31.9
4495,20/10/2023 12:29:32,31.9
4496,20/10/2023 12:29:33,31.9
4497,20/10/2023 12:29:34,31.9
4498,20/10/2023 12:29:35,31.9
4499,20/10/2023 12:29:36,31.9
4500,20/10/2023 12:29:37,31.9
4501,20/10/2023 12:29:38,31.9
4502,20/10/2023 12:29:39,31.9
4503,20/10/2023 12:29:40,31.9
4504,20/10/2023 12:29:41,31.9
4505,20/10/2023 12:29:42,31.9
4506,20/10/2023 12:29:43,31.8
4507,20/10/2023 12:29:44,31.8
4508,20/10/2023 12:29:45,31.8
4509,20/10/2023 12:29:46,31.8
4510,20/10/2023 12:29:47,31.8
4511,20/10/2023 12:29:48,31.8
4512,20/10/2023 12:29:49,31.8
4513,20/10/2023 12:29:50,31.8
4514,20/10/2023 12:29:51,31.8
4515,20/10/2023 12:29:52,31.8
4516,20/10/2023 12:29:53,31.8
4517,20/10/2023 12:29:54,31.8
4518,20/10/2023 12:29:55,31.8
4519,20/10/2023 12:29:56,31.8
4520,20/10/2023 12:29:57,31.8
4521,20/10/2023 12:29:58,31.8
4522,20/10/2023 12:29:59,31.8
4523,20/10/2023 12:30:00,31.8
4524,20/10/2023 12:30:01,31.8
4525,20/10/2023 12:30:02,31.8
4526,20/10/2023 12:30:03,31.7
4527,20/10/2023 12:30:04,31.7
4528,20/10/2023 12:30:05,31.7
4529,20/10/2023 12:30:06,31.7
4530,20/10/2023 12:30:07,31.7
4531,20/10/2023 12:30:08,31.7
4532,20/10/2023 12:30:09,31.7
4533,20/10/2023 12:30:10,31.7
4534,20/10/2023 12:30:11,31.7
4535,20/10/2023 12:30:12,31.7
4536,20/10/2023 12:30:13,31.7
4537,20/10/2023 12:30:14,31.7
4538,20/10/2023 12:30:15,31.7
4539,20/10/2023 12:30:16,31.7
4540,20/10/2023 12:30:17,31.7
4541,20/10/2023 12:30:18,31.7
4542,20/10/2023 12:30:19,31.7
4543,20/10/2023 12:30:20,31.7
4544,20/10/2023 12:30:21,31.7
4545,20/10/2023 12:30:22,31.7
4546,20/10/2023 12:30:23,31.7
4547,20/10/2023 12:30:24,31.6
4548,20/10/2023 12:30:25,31.6
4549,20/10/2023 12:30:26,31.6
4550,20/10/2023 12:30:27,31.6
4551,20/10/2023 12:30:28,31.6
4552,20/10/2023 12:30:29,31.6
4553,20/10/2023 12:30:30,31.6
4554,20/10/2023 12:30:31,31.6
4555,20/10/2023 12:30:32,31.6
4556,20/10/2023 12:30:33,31.6
4557,20/10/2023 12:30:34,31.6
4558,20/10/2023 12:30:35,31.6
4559,20/10/2023 12:30:36,31.6
4560,20/10/2023 12:30:37,31.6
4561,20/10/2023 12:30:38,31.6
4562,20/10/2023 12:30:39,31.6
4563,20/10/2023 12:30:40,31.6
4564,20/10/2023 12:30:41,31.6
4565,20/10/2023 12:30:42,31.6
4566,20/10/2023 12:30:43,31.6
4567,20/10/2023 12:30:44,31.6
4568,20/10/2023 12:30:45,31.6
4569,20/10/2023 12:30:46,31.6
4570,20/10/2023 12:30:47,31.6
4571,20/10/2023 12:30:48,31.6
4572,20/10/2023 12:30:49,31.5
4573,20/10/2023 12:30:50,31.5
4574,20/10/2023 12:30:51,31.5
4575,20/10/2023 12:30:52,31.5
4576,20/10/2023 12:30:53,31.5
4577,20/10/2023 12:30:54,31.5
4578,20/10/2023 12:30:55,31.5
4579,20/10/2023 12:30:56,31.5
4580,20/10/2023 12:30:57,31.5
4581,20/10/2023 12:30:58,31.5
4582,20/10/2023 12:30:59,31.5
4583,20/10/2023 12:31:00,31.5
4584,20/10/2023 12:31:01,31.5
4585,20/10/2023 12:31:02,31.5
4586,20/10/2023 12:31:03,31.5
4587,20/10/2023 12:31:04,31.5
4588,20/10/2023 12:31:05,31.5
4589,20/10/2023 12:31:06,31.4
4590,20/10/2023 12:31:07,31.4
4591,20/10/2023 12:31:08,31.4
4592,20/10/2023 12:31:09,31.4
4593,20/10/2023 12:31:10,31.4
4594,20/10/2023 12:31:11,31.4
4595,20/10/2023 12:31:12,31.4
4596,20/10/2023 12:31:13,31.4
4597,20/10/2023 12:31:14,31.4
4598,20/10/2023 12:31:15,31.4
4599,20/10/2023 12:31:16,31.4
4600,20/10/2023 12:31:17,31.4
4601,20/10/2023 12:31:18,31.4
4602,20/10/2023 12:31:19,31.4
4603,20/10/2023 12:31:20,31.4
4604,20/10/2023 12:31:21,31.4
4605,20/10/2023 12:31:22,31.4
4606,20/10/2023 12:31:23,31.4
4607,20/10/2023 12:31:24,31.4
4608,20/10/2023 12:31:25,31.4
4609,20/10/2023 12:31:26,31.4
4610,20/10/2023 12:31:27,31.4
4611,20/10/2023 12:31:28,31.4
4612,20/10/2023 12:31:29,31.4
4613,20/10/2023 12:31:30,31.4
4614,20/10/2023 12:31:31,31.3
4615,20/10/2023 12:31:32,31.3
4616,20/10/2023 12:31:33,31.3
4617,20/10/2023 12:31:34,31.3
4618,20/10/2023 12:31:35,31.3
4619,20/10/2023 12:31:36,31.3
4620,20/10/2023 12:31:37,31.3
4621,20/10/2023 12:31:38,31.3
4622,20/10/2023 12:31:39,31.3
4623,20/10/2023 12:31:40,31.3
4624,20/10/2023 12:31:41,31.3
4625,20/10/2023 12:31:42,31.3
4626,20/10/2023 12:31:43,31.3
4627,20/10/2023 12:31:44,31.3
4628,20/10/2023 12:31:45,31.3
4629,20/10/2023 12:31:46,31.3
4630,20/10/2023 12:31:47,31.3
4631,20/10/2023 12:31:48,31.3
4632,20/10/2023 12:31:49,31.3
4633,20/10/2023 12:31:50,31.3
4634,20/10/2023 12:31:51,31.3
4635,20/10/2023 12:31:52,31.3
4636,20/10/2023 12:31:53,31.3
4637,20/10/2023 12:31:54,31.3
4638,20/10/2023 12:31:55,31.2
4639,20/10/2023 12:31:56,31.2
4640,20/10/2023 12:31:57,31.2
4641,20/10/2023 12:31:58,31.2
4642,20/10/2023 12:31:59,31.2
4643,20/10/2023 12:32:00,31.2
4644,20/10/2023 12:32:01,31.2
4645,20/10/2023 12:32:02,31.2
4646,20/10/2023 12:32:03,31.2
4647,20/10/2023 12:32:04,31.2
4648,20/10/2023 12:32:05,31.2
4649,20/10/2023 12:32:06,31.2
4650,20/10/2023 12:32:07,31.2
4651,20/10/2023 12:32:08,31.2
4652,20/10/2023 12:32:09,31.2
4653,20/10/2023 12:32:10,31.2
4654,20/10/2023 12:32:11,31.2
4655,20/10/2023 12:32:12,31.2
4656,20/10/2023 12:32:13,31.1
4657,20/10/2023 12:32:14,31.2
4658,20/10/2023 12:32:15,31.1
4659,20/10/2023 12:32:16,31.1
4660,20/10/2023 12:32:17,31.1
4661,20/10/2023 12:32:18,31.1
4662,20/10/2023 12:32:19,31.1
4663,20/10/2023 12:32:20,31.1
4664,20/10/2023 12:32:21,31.1
4665,20/10/2023 12:32:22,31.1
4666,20/10/2023 12:32:23,31.1
4667,20/10/2023 12:32:24,31.1
4668,20/10/2023 12:32:25,31.1
4669,20/10/2023 12:32:26,31.1
4670,20/10/2023 12:32:27,31.1
4671,20/10/2023 12:32:28,31.1
4672,20/10/2023 12:32:29,31.1
4673,20/10/2023 12:32:30,31.1
4674,20/10/2023 12:32:31,31.1
4675,20/10/2023 12:32:32,31.1
4676,20/10/2023 12:32:33,31.1
4677,20/10/2023 12:32:34,31.1
4678,20/10/2023 12:32:35,31.1
4679,20/10/2023 12:32:36,31.1
4680,20/10/2023 12:32:37,31.1
4681,20/10/2023 12:32:38,31
4682,20/10/2023 12:32:39,31
4683,20/10/2023 12:32:40,31
4684,20/10/2023 12:32:41,31
4685,20/10/2023 12:32:42,31
4686,20/10/2023 12:32:43,31
4687,20/10/2023 12:32:44,31
4688,20/10/2023 12:32:45,31
4689,20/10/2023 12:32:46,31
4690,20/10/2023 12:32:47,31
4691,20/10/2023 12:32:48,31
4692,20/10/2023 12:32:49,31
4693,20/10/2023 12:32:50,31
4694,20/10/2023 12:32:51,31
4695,20/10/2023 12:32:52,31
4696,20/10/2023 12:32:53,31
4697,20/10/2023 12:32:54,31
4698,20/10/2023 12:32:55,31
4699,20/10/2023 12:32:56,31
4700,20/10/2023 12:32:57,31
4701,20/10/2023 12:32:58,31
4702,20/10/2023 12:32:59,31
4703,20/10/2023 12:33:00,31
4704,20/10/2023 12:33:01,31
4705,20/10/2023 12:33:02,30.9
4706,20/10/2023 12:33:03,30.9
4707,20/10/2023 12:33:04,30.9
4708,20/10/2023 12:33:05,30.9
4709,20/10/2023 12:33:06,30.9
4710,20/10/2023 12:33:07,30.9
4711,20/10/2023 12:33:08,30.9
4712,20/10/2023 12:33:09,30.9
4713,20/10/2023 12:33:10,30.9
4714,20/10/2023 12:33:11,30.9
4715,20/10/2023 12:33:12,30.9
4716,20/10/2023 12:33:13,30.9
4717,20/10/2023 12:33:14,30.9
4718,20/10/2023 12:33:15,30.9
4719,20/10/2023 12:33:16,30.9
4720,20/10/2023 12:33:17,30.9
4721,20/10/2023 12:33:18,30.9
4722,20/10/2023 12:33:19,30.9
4723,20/10/2023 12:33:20,30.9
4724,20/10/2023 12:33:21,30.9
4725,20/10/2023 12:33:22,30.9
4726,20/10/2023 12:33:23,30.8
4727,20/10/2023 12:33:24,30.8
4728,20/10/2023 12:33:25,30.8
4729,20/10/2023 12:33:26,30.8
4730,20/10/2023 12:33:27,30.8
4731,20/10/2023 12:33:28,30.8
4732,20/10/2023 12:33:29,30.8
4733,20/10/2023 12:33:30,30.8
4734,20/10/2023 12:33:31,30.8
4735,20/10/2023 12:33:32,30.8
4736,20/10/2023 12:33:33,30.8
4737,20/10/2023 12:33:34,30.8
4738,20/10/2023 12:33:35,30.8
4739,20/10/2023 12:33:36,30.8
4740,20/10/2023 12:33:37,30.8
4741,20/10/2023 12:33:38,30.8
4742,20/10/2023 12:33:39,30.8
4743,20/10/2023 12:33:40,30.8
4744,20/10/2023 12:33:41,30.8
4745,20/10/2023 12:33:42,30.8
4746,20/10/2023 12:33:43,30.8
4747,20/10/2023 12:33:44,30.7
4748,20/10/2023 12:33:45,30.7
4749,20/10/2023 12:33:46,30.7
4750,20/10/2023 12:33:47,30.7
4751,20/10/2023 12:33:48,30.7
4752,20/10/2023 12:33:49,30.7
4753,20/10/2023 12:33:50,30.7
4754,20/10/2023 12:33:51,30.7
4755,20/10/2023 12:33:52,30.7
4756,20/10/2023 12:33:53,30.7
4757,20/10/2023 12:33:54,30.7
4758,20/10/2023 12:33:55,30.7
4759,20/10/2023 12:33:56,30.7
4760,20/10/2023 12:33:57,30.7
4761,20/10/2023 12:33:58,30.7
4762,20/10/2023 12:33:59,30.7
4763,20/10/2023 12:34:00,30.7
4764,20/10/2023 12:34:01,30.7
4765,20/10/2023 12:34:02,30.7
4766,20/10/2023 12:34:03,30.7
4767,20/10/2023 12:34:04,30.7
4768,20/10/2023 12:34:05,30.7
4769,20/10/2023 12:34:06,30.7
4770,20/10/2023 12:34:07,30.7
4771,20/10/2023 12:34:08,30.6
4772,20/10/2023 12:34:09,30.6
4773,20/10/2023 12:34:10,30.6
4774,20/10/2023 12:34:11,30.6
4775,20/10/2023 12:34:12,30.6
4776,20/10/2023 12:34:13,30.6
4777,20/10/2023 12:34:14,30.6
4778,20/10/2023 12:34:15,30.6
4779,20/10/2023 12:34:16,30.6
4780,20/10/2023 12:34:17,30.6
4781,20/10/2023 12:34:18,30.6
4782,20/10/2023 12:34:19,30.6
4783,20/10/2023 12:34:20,30.6
4784,20/10/2023 12:34:21,30.6
4785,20/10/2023 12:34:22,30.6
4786,20/10/2023 12:34:23,30.6
4787,20/10/2023 12:34:24,30.6
4788,20/10/2023 12:34:25,30.6
4789,20/10/2023 12:34:26,30.6
4790,20/10/2023 12:34:27,30.6
4791,20/10/2023 12:34:28,30.6
4792,20/10/2023 12:34:29,30.6
4793,20/10/2023 12:34:30,30.6
4794,20/10/2023 12:34:31,30.6
4795,20/10/2023 12:34:32,30.6
4796,20/10/2023 12:34:33,30.6
4797,20/10/2023 12:34:34,30.6
4798,20/10/2023 12:34:35,30.5
4799,20/10/2023 12:34:36,30.5
4800,20/10/2023 12:34:37,30.5
4801,20/10/2023 12:34:38,30.5
4802,20/10/2023 12:34:39,30.5
4803,20/10/2023 12:34:40,30.5
4804,20/10/2023 12:34:41,30.5
4805,20/10/2023 12:34:42,30.5
4806,20/10/2023 12:34:43,30.5
4807,20/10/2023 12:34:44,30.5
4808,20/10/2023 12:34:45,30.5
4809,20/10/2023 12:34:46,30.5
4810,20/10/2023 12:34:47,30.5
4811,20/10/2023 12:34:48,30.5
4812,20/10/2023 12:34:49,30.5
4813,20/10/2023 12:34:50,30.5
4814,20/10/2023 12:34:51,30.5
4815,20/10/2023 12:34:52,30.5
4816,20/10/2023 12:34:53,30.4
4817,20/10/2023 12:34:54,30.5
4818,20/10/2023 12:34:55,30.5
4819,20/10/2023 12:34:56,30.5
4820,20/10/2023 12:34:57,30.4
4821,20/10/2023 12:34:58,30.4
4822,20/10/2023 12:34:59,30.4
4823,20/10/2023 12:35:00,30.4
4824,20/10/2023 12:35:01,30.4
4825,20/10/2023 12:35:02,30.4
4826,20/10/2023 12:35:03,30.4
4827,20/10/2023 12:35:04,30.4
4828,20/10/2023 12:35:05,30.4
4829,20/10/2023 12:35:06,30.4
4830,20/10/2023 12:35:07,30.4
4831,20/10/2023 12:35:08,30.4
4832,20/10/2023 12:35:09,30.4
4833,20/10/2023 12:35:10,30.4
4834,20/10/2023 12:35:11,30.4
4835,20/10/2023 12:35:12,30.4
4836,20/10/2023 12:35:13,30.4
4837,20/10/2023 12:35:14,30.4
4838,20/10/2023 12:35:15,30.4
4839,20/10/2023 12:35:16,30.4
4840,20/10/2023 12:35:17,30.4
4841,20/10/2023 12:35:18,30.3
4842,20/10/2023 12:35:19,30.3
4843,20/10/2023 12:35:20,30.3
4844,20/10/2023 12:35:21,30.3
4845,20/10/2023 12:35:22,30.3
4846,20/10/2023 12:35:23,30.3
4847,20/10/2023 12:35:24,30.3
4848,20/10/2023 12:35:25,30.3
4849,20/10/2023 12:35:26,30.3
4850,20/10/2023 12:35:27,30.3
4851,20/10/2023 12:35:28,30.3
4852,20/10/2023 12:35:29,30.3
4853,20/10/2023 12:35:30,30.3
4854,20/10/2023 12:35:31,30.3
4855,20/10/2023 12:35:32,30.3
4856,20/10/2023 12:35:33,30.3
4857,20/10/2023 12:35:34,30.3
4858,20/10/2023 12:35:35,30.3
4859,20/10/2023 12:35:36,30.3
4860,20/10/2023 12:35:37,30.3
4861,20/10/2023 12:35:38,30.3
4862,20/10/2023 12:35:39,30.3
4863,20/10/2023 12:35:40,30.3
4864,20/10/2023 12:35:41,30.3
4865,20/10/2023 12:35:42,30.3
4866,20/10/2023 12:35:43,30.2
4867,20/10/2023 12:35:44,30.2
4868,20/10/2023 12:35:45,30.2
4869,20/10/2023 12:35:46,30.2
4870,20/10/2023 12:35:47,30.2
4871,20/10/2023 12:35:48,30.2
4872,20/10/2023 12:35:49,30.2
4873,20/10/2023 12:35:50,30.2
4874,20/10/2023 12:35:51,30.2
4875,20/10/2023 12:35:52,30.2
4876,20/10/2023 12:35:53,30.2
4877,20/10/2023 12:35:54,30.2
4878,20/10/2023 12:35:55,30.2
4879,20/10/2023 12:35:56,30.2
4880,20/10/2023 12:35:57,30.2
4881,20/10/2023 12:35:58,30.2
4882,20/10/2023 12:35:59,30.2
4883,20/10/2023 12:36:00,30.2
4884,20/10/2023 12:36:01,30.2
4885,20/10/2023 12:36:02,30.2
4886,20/10/2023 12:36:03,30.1
4887,20/10/2023 12:36:04,30.2
4888,20/10/2023 12:36:05,30.2
4889,20/10/2023 12:36:06,30.1
4890,20/10/2023 12:36:07,30.2
4891,20/10/2023 12:36:08,30.1
4892,20/10/2023 12:36:09,30.1
4893,20/10/2023 12:36:10,30.1
4894,20/10/2023 12:36:11,30.1
4895,20/10/2023 12:36:12,30.1
4896,20/10/2023 12:36:13,30.1
4897,20/10/2023 12:36:14,30.1
4898,20/10/2023 12:36:15,30.1
4899,20/10/2023 12:36:16,30.1
4900,20/10/2023 12:36:17,30.1
4901,20/10/2023 12:36:18,30.1
4902,20/10/2023 12:36:19,30.1
4903,20/10/2023 12:36:20,30.1
4904,20/10/2023 12:36:21,30.1
4905,20/10/2023 12:36:22,30.1
4906,20/10/2023 12:36:23,30.1
4907,20/10/2023 12:36:24,30.1
4908,20/10/2023 12:36:25,30.1
4909,20/10/2023 12:36:26,30.1
4910,20/10/2023 12:36:27,30.1
4911,20/10/2023 12:36:28,30.1
4912,20/10/2023 12:36:29,30.1
4913,20/10/2023 12:36:30,30.1
4914,20/10/2023 12:36:31,30.1
4915,20/10/2023 12:36:32,30.1
4916,20/10/2023 12:36:33,30.1
4917,20/10/2023 12:36:34,30.1
4918,20/10/2023 12:36:35,30.1
4919,20/10/2023 12:36:36,30
4920,20/10/2023 12:36:37,30
4921,20/10/2023 12:36:38,30
4922,20/10/2023 12:36:39,30
4923,20/10/2023 12:36:40,30
4924,20/10/2023 12:36:41,30
4925,20/10/2023 12:36:42,30
4926,20/10/2023 12:36:43,30
4927,20/10/2023 12:36:44,30
4928,20/10/2023 12:36:45,30
4929,20/10/2023 12:36:46,30
4930,20/10/2023 12:36:47,30
4931,20/10/2023 12:36:48,30
4932,20/10/2023 12:36:49,30
4933,20/10/2023 12:36:50,30
4934,20/10/2023 12:36:51,30
4935,20/10/2023 12:36:52,30
4936,20/10/2023 12:36:53,30
4937,20/10/2023 12:36:54,30
4938,20/10/2023 12:36:55,30
4939,20/10/2023 12:36:56,30
4940,20/10/2023 12:36:57,30
4941,20/10/2023 12:36:58,30
4942,20/10/2023 12:36:59,30
4943,20/10/2023 12:37:00,30
4944,20/10/2023 12:37:01,29.9
4945,20/10/2023 12:37:02,29.9
4946,20/10/2023 12:37:03,29.9
4947,20/10/2023 12:37:04,29.9
4948,20/10/2023 12:37:05,29.9
4949,20/10/2023 12:37:06,29.9
4950,20/10/2023 12:37:07,29.9
4951,20/10/2023 12:37:08,29.9
4952,20/10/2023 12:37:09,29.9
4953,20/10/2023 12:37:10,29.9
4954,20/10/2023 12:37:11,29.9
4955,20/10/2023 12:37:12,29.9
4956,20/10/2023 12:37:13,29.9
4957,20/10/2023 12:37:14,29.9
4958,20/10/2023 12:37:15,29.9
4959,20/10/2023 12:37:16,29.9
4960,20/10/2023 12:37:17,29.9
4961,20/10/2023 12:37:18,29.9
4962,20/10/2023 12:37:19,29.9
4963,20/10/2023 12:37:20,29.9
4964,20/10/2023 12:37:21,29.9
4965,20/10/2023 12:37:22,29.9
4966,20/10/2023 12:37:23,29.9
4967,20/10/2023 12:37:24,29.9
4968,20/10/2023 12:37:25,29.9
4969,20/10/2023 12:37:26,29.8
4970,20/10/2023 12:37:27,29.8
4971,20/10/2023 12:37:28,29.8
4972,20/10/2023 12:37:29,29.8
4973,20/10/2023 12:37:30,29.8
4974,20/10/2023 12:37:31,29.8
4975,20/10/2023 12:37:32,29.8
4976,20/10/2023 12:37:33,29.8
4977,20/10/2023 12:37:34,29.8
